user_id,signup_dt,channel,plan,company_size,connected_source,reached_first_dashboard,invited_teammate,retained_w4,active_weeks
2785,2025-02-06T14:51:00,organic_search,free,1000+,0,0,0,0,0
2786,2025-03-20T22:58:00,outbound,free,11-50,0,0,0,0,0
2787,2025-01-20T06:20:00,paid_ads,team,51-200,0,0,0,0,0
2788,2025-02-13T06:30:00,paid_ads,free,1-10,0,0,0,0,0
2789,2025-02-24T14:44:00,paid_ads,team,11-50,0,0,0,0,0
2790,2025-03-27T17:06:00,referral,free,11-50,1,1,1,1,4
2791,2025-02-11T07:54:00,content,free,11-50,0,0,0,0,0
2792,2025-02-12T21:14:00,organic_search,free,11-50,0,0,0,0,1
2793,2025-01-14T10:14:00,referral,free,1-10,0,0,0,0,0
2794,2025-03-10T08:06:00,paid_ads,free,1000+,1,0,0,0,2
2795,2025-01-18T13:47:00,paid_ads,free,11-50,0,0,0,0,1
2796,2025-01-02T19:07:00,organic_search,business,51-200,0,0,0,0,0
2797,2025-01-27T08:21:00,content,business,11-50,1,1,1,1,4
2798,2025-02-02T13:02:00,organic_search,free,1-10,0,0,0,0,0
2799,2025-03-31T06:59:00,organic_search,team,51-200,0,0,0,0,0
2800,2025-02-22T16:06:00,organic_search,free,11-50,1,1,1,1,3
2801,2025-02-05T06:27:00,outbound,free,201-1000,0,0,0,0,0
2802,2025-03-13T11:01:00,content,team,1000+,1,1,1,1,3
2803,2025-03-27T14:12:00,referral,free,1-10,0,0,0,0,0
2804,2025-01-23T12:52:00,content,free,1-10,0,0,0,0,0
2805,2025-03-26T20:14:00,paid_ads,free,1-10,0,0,0,0,0
2806,2025-01-27T17:40:00,content,team,51-200,1,1,0,1,3
2807,2025-02-25T10:44:00,content,free,201-1000,1,1,0,1,3
2808,2025-01-01T11:23:00,paid_ads,free,1-10,0,0,0,0,0
2809,2025-02-23T09:05:00,content,team,1-10,0,0,0,0,0
2810,2025-01-14T19:14:00,organic_search,free,1-10,0,0,0,0,1
2811,2025-03-13T22:57:00,content,business,201-1000,0,0,0,0,0
2812,2025-02-12T20:10:00,outbound,team,11-50,0,0,0,0,0
2813,2025-01-28T20:27:00,referral,free,201-1000,1,1,1,0,3
2814,2025-02-10T14:38:00,paid_ads,free,51-200,0,0,0,0,0
2815,2025-01-03T12:25:00,content,free,51-200,1,1,0,0,2
2816,2025-01-12T09:50:00,paid_ads,free,201-1000,1,1,1,1,4
2817,2025-03-31T09:35:00,organic_search,free,201-1000,0,0,0,0,0
2818,2025-01-18T07:33:00,referral,free,201-1000,1,1,0,0,2
2819,2025-01-31T07:32:00,content,team,11-50,1,1,0,1,3
2820,2025-03-10T08:21:00,organic_search,free,1-10,0,0,0,0,1
2821,2025-03-12T10:52:00,organic_search,free,11-50,0,0,0,0,0
2822,2025-01-27T10:51:00,content,team,51-200,0,0,0,0,0
2823,2025-01-19T20:04:00,organic_search,free,51-200,1,1,0,1,2
2824,2025-02-11T20:10:00,organic_search,free,1000+,0,0,0,0,0
2825,2025-01-05T06:49:00,paid_ads,free,51-200,1,1,0,0,0
2826,2025-01-04T08:20:00,organic_search,free,51-200,0,0,0,0,0
2827,2025-01-11T08:44:00,referral,free,1000+,1,1,1,0,3
2828,2025-03-10T17:03:00,organic_search,team,51-200,0,0,0,0,0
2829,2025-01-20T17:20:00,referral,free,1-10,0,0,0,0,0
2830,2025-03-24T15:48:00,outbound,free,1-10,1,1,0,1,4
2831,2025-01-19T21:18:00,paid_ads,free,201-1000,0,0,0,0,0
2832,2025-01-23T15:32:00,organic_search,free,1-10,0,0,0,0,0
2833,2025-01-06T22:27:00,paid_ads,free,1-10,0,0,0,0,0
2834,2025-03-26T14:56:00,organic_search,free,1-10,0,0,0,1,1
2835,2025-02-16T22:17:00,paid_ads,free,11-50,0,0,0,0,0
2836,2025-01-31T19:09:00,referral,team,11-50,0,0,0,0,0
2837,2025-02-17T07:23:00,outbound,free,1-10,0,0,0,0,0
2838,2025-01-06T07:40:00,referral,free,11-50,0,0,0,0,0
2839,2025-03-19T20:39:00,organic_search,free,1000+,0,0,0,0,0
2840,2025-03-23T22:11:00,content,free,1-10,0,0,0,0,1
2841,2025-01-16T18:16:00,content,team,1-10,1,1,1,1,3
2842,2025-03-09T06:16:00,referral,free,1-10,0,0,0,0,0
2843,2025-01-23T21:31:00,content,team,1-10,0,0,0,0,0
2844,2025-01-25T22:41:00,organic_search,free,1-10,0,0,0,0,0
2845,2025-01-09T10:44:00,organic_search,free,51-200,0,0,0,0,0
2846,2025-03-08T15:26:00,content,free,1-10,0,0,0,0,0
2847,2025-01-17T17:46:00,content,team,11-50,0,0,0,0,0
2848,2025-02-09T14:05:00,organic_search,free,1-10,0,0,0,0,0
2849,2025-03-22T18:10:00,paid_ads,free,51-200,1,1,1,1,2
2850,2025-01-06T11:25:00,content,team,51-200,0,0,0,0,0
2851,2025-03-11T11:18:00,paid_ads,free,201-1000,0,0,0,0,0
2852,2025-03-27T08:30:00,content,free,11-50,0,0,0,0,0
2853,2025-02-07T22:36:00,organic_search,business,11-50,1,1,0,0,3
2854,2025-01-03T13:46:00,outbound,free,1-10,0,0,0,0,0
2855,2025-03-08T11:53:00,referral,business,1-10,0,0,0,0,0
2856,2025-03-01T07:43:00,outbound,free,1-10,0,0,0,0,0
2857,2025-01-08T15:15:00,referral,free,1-10,0,0,0,0,1
2858,2025-02-15T12:53:00,outbound,free,11-50,0,0,0,0,0
2859,2025-01-16T18:46:00,content,free,1-10,0,0,0,0,0
2860,2025-01-13T20:33:00,organic_search,free,201-1000,0,0,0,0,0
2861,2025-01-07T12:15:00,organic_search,free,51-200,1,1,0,0,0
2862,2025-01-28T10:25:00,organic_search,free,1000+,0,0,0,0,0
2863,2025-02-22T07:46:00,organic_search,free,1-10,0,0,0,0,0
2864,2025-03-06T21:48:00,content,business,1000+,0,0,0,0,1
2865,2025-03-06T19:49:00,organic_search,free,201-1000,0,0,0,0,0
2866,2025-01-02T11:13:00,content,team,1000+,0,0,0,0,0
2867,2025-01-14T16:49:00,organic_search,free,11-50,0,0,0,0,0
2868,2025-03-09T06:15:00,content,free,1-10,1,0,0,1,3
2869,2025-03-05T14:46:00,referral,free,1000+,0,0,0,0,0
2870,2025-02-23T06:56:00,organic_search,free,1-10,0,0,0,0,0
2871,2025-02-14T10:56:00,paid_ads,free,1-10,0,0,0,0,0
2872,2025-01-16T22:40:00,organic_search,team,1-10,0,0,0,0,0
2873,2025-01-29T13:25:00,paid_ads,free,1-10,0,0,0,0,0
2874,2025-01-18T19:12:00,organic_search,free,51-200,0,0,0,0,0
2875,2025-03-19T22:09:00,outbound,free,11-50,0,0,0,0,0
2876,2025-02-23T08:05:00,paid_ads,free,1-10,0,0,0,0,0
2877,2025-02-07T10:33:00,content,free,201-1000,0,0,0,0,0
2878,2025-02-16T06:49:00,organic_search,team,1-10,0,0,0,0,0
2879,2025-02-24T19:50:00,outbound,team,11-50,0,0,0,0,0
2880,2025-01-17T19:49:00,organic_search,team,201-1000,0,0,0,0,0
2881,2025-01-08T22:56:00,outbound,free,11-50,1,1,0,1,3
2882,2025-01-12T06:24:00,content,free,11-50,1,1,0,0,2
2883,2025-01-28T09:11:00,paid_ads,team,1-10,1,1,1,1,3
2884,2025-01-07T19:32:00,paid_ads,free,11-50,0,0,0,0,0
2885,2025-03-22T21:27:00,organic_search,team,51-200,0,0,0,0,0
2886,2025-01-27T22:53:00,organic_search,free,51-200,0,0,0,0,0
2887,2025-01-31T15:57:00,organic_search,free,51-200,0,0,0,0,1
2888,2025-01-25T16:19:00,outbound,free,201-1000,0,0,0,0,0
2889,2025-03-09T10:26:00,outbound,free,1-10,0,0,0,0,0
2890,2025-01-16T07:06:00,paid_ads,free,11-50,0,0,0,0,1
2891,2025-03-19T07:32:00,referral,free,11-50,1,1,1,1,3
2892,2025-02-07T15:36:00,content,free,1-10,0,0,0,0,0
2893,2025-02-02T11:25:00,outbound,team,51-200,0,0,0,0,0
2894,2025-03-22T19:49:00,referral,free,51-200,0,0,0,0,0
2895,2025-03-26T15:53:00,content,free,11-50,0,0,0,0,0
2896,2025-03-28T20:05:00,referral,team,1-10,0,0,0,0,0
2897,2025-02-16T18:40:00,paid_ads,business,1-10,1,1,1,0,2
2898,2025-01-14T15:01:00,paid_ads,team,201-1000,0,0,0,0,1
2899,2025-01-25T11:56:00,referral,free,1-10,1,1,1,1,3
2900,2025-01-29T15:49:00,content,free,1000+,0,0,0,0,0
2901,2025-03-13T07:26:00,paid_ads,free,1-10,0,0,0,0,0
2902,2025-01-20T18:40:00,referral,free,51-200,1,1,1,0,2
2903,2025-01-04T20:11:00,outbound,team,1-10,0,0,0,0,1
2904,2025-01-30T22:38:00,outbound,free,51-200,0,0,0,0,0
2905,2025-02-16T13:57:00,referral,business,1-10,0,0,0,0,0
2906,2025-01-03T15:52:00,content,free,1-10,0,0,0,0,0
2907,2025-03-26T09:09:00,paid_ads,team,11-50,0,0,0,0,1
2908,2025-01-04T10:25:00,paid_ads,free,11-50,0,0,0,0,0
2909,2025-02-25T14:05:00,referral,team,11-50,0,0,0,0,0
2910,2025-02-22T08:59:00,paid_ads,team,1-10,0,0,0,0,0
2911,2025-02-24T09:43:00,paid_ads,team,201-1000,0,0,0,1,1
2912,2025-03-09T16:36:00,content,free,201-1000,0,0,0,0,0
2913,2025-01-25T14:25:00,organic_search,free,1-10,1,1,0,0,2
2914,2025-02-09T22:17:00,content,free,1-10,0,0,0,0,0
2915,2025-01-22T21:48:00,organic_search,free,1-10,0,0,0,0,0
2916,2025-02-25T18:58:00,content,team,1-10,0,0,0,0,0
2917,2025-02-19T22:12:00,organic_search,free,51-200,0,0,0,0,0
2918,2025-02-12T06:03:00,content,business,11-50,1,1,1,0,3
2919,2025-03-24T14:05:00,organic_search,free,11-50,0,0,0,0,0
2920,2025-02-11T07:29:00,content,free,1-10,1,1,1,1,3
2921,2025-01-26T20:41:00,referral,free,1-10,0,0,0,0,0
2922,2025-01-29T14:17:00,content,free,11-50,0,0,0,0,0
2923,2025-02-06T18:10:00,paid_ads,free,201-1000,0,0,0,0,0
2924,2025-02-21T19:42:00,content,free,1-10,1,1,1,1,2
2925,2025-01-12T21:46:00,organic_search,free,11-50,0,0,0,0,0
2926,2025-01-07T11:36:00,paid_ads,free,11-50,0,0,0,0,0
2927,2025-02-03T06:25:00,content,business,51-200,0,0,0,1,2
2928,2025-01-25T12:12:00,organic_search,free,1-10,0,0,0,0,0
2929,2025-02-10T17:45:00,organic_search,business,1-10,0,0,0,0,0
2930,2025-02-21T09:29:00,outbound,free,1-10,1,1,0,0,1
2931,2025-01-22T09:05:00,organic_search,free,1-10,0,0,0,0,0
2932,2025-02-24T13:52:00,organic_search,free,51-200,1,0,0,0,2
2933,2025-03-05T17:24:00,organic_search,free,1-10,0,0,0,0,0
2934,2025-03-27T15:19:00,organic_search,free,1-10,0,0,0,0,0
2935,2025-03-16T16:03:00,outbound,free,11-50,0,0,0,0,0
2936,2025-01-13T19:17:00,paid_ads,free,1-10,0,0,0,0,0
2937,2025-03-29T14:53:00,paid_ads,free,11-50,0,0,0,0,0
2938,2025-01-19T20:47:00,organic_search,team,51-200,0,0,0,0,0
2939,2025-01-24T08:00:00,organic_search,team,51-200,0,0,0,0,0
2940,2025-03-17T11:06:00,content,free,1-10,0,0,0,0,2
2941,2025-02-23T11:36:00,outbound,free,51-200,1,1,0,0,0
2942,2025-03-29T20:14:00,paid_ads,team,201-1000,0,0,0,0,0
2943,2025-03-11T13:56:00,organic_search,free,11-50,0,0,0,0,0
2944,2025-02-10T19:01:00,paid_ads,free,11-50,1,1,1,0,2
2945,2025-01-03T21:50:00,paid_ads,team,11-50,0,0,0,0,0
2946,2025-02-21T09:29:00,referral,free,1-10,1,1,1,0,2
2947,2025-03-05T13:57:00,content,free,51-200,0,0,0,0,0
2948,2025-01-02T17:48:00,organic_search,free,11-50,0,0,0,0,0
2949,2025-01-22T11:14:00,organic_search,free,1-10,1,1,1,1,3
2950,2025-02-20T17:00:00,organic_search,team,11-50,0,0,0,0,0
2951,2025-01-14T14:25:00,paid_ads,free,51-200,0,0,0,0,0
2952,2025-01-23T08:36:00,paid_ads,free,11-50,0,0,0,0,0
2953,2025-03-18T07:35:00,outbound,free,51-200,0,0,0,0,0
2954,2025-02-25T15:50:00,organic_search,free,1-10,0,0,0,0,0
2955,2025-01-05T16:51:00,organic_search,free,11-50,1,1,0,0,1
2956,2025-03-26T19:46:00,content,free,51-200,0,0,0,0,0
2957,2025-02-07T10:19:00,paid_ads,team,1-10,0,0,0,0,0
2958,2025-03-07T08:41:00,content,free,1-10,1,1,0,0,2
2959,2025-03-06T20:51:00,referral,team,1-10,0,0,0,0,0
2960,2025-01-12T17:59:00,referral,free,201-1000,0,0,0,0,0
2961,2025-02-19T21:12:00,paid_ads,free,1000+,0,0,0,0,0
2962,2025-03-20T20:17:00,organic_search,free,1-10,0,0,0,0,1
2963,2025-03-22T20:31:00,referral,free,11-50,0,0,0,0,0
2964,2025-03-21T19:32:00,paid_ads,free,201-1000,0,0,0,1,1
2965,2025-01-17T16:33:00,content,free,11-50,0,0,0,0,1
2966,2025-03-24T16:43:00,content,free,11-50,0,0,0,0,0
2967,2025-03-22T13:23:00,organic_search,free,1-10,0,0,0,0,0
2968,2025-02-16T18:24:00,organic_search,team,1-10,1,1,1,1,3
2969,2025-01-05T06:43:00,paid_ads,free,1-10,0,0,0,0,0
2970,2025-02-13T17:17:00,paid_ads,free,201-1000,0,0,0,0,0
2971,2025-03-17T18:12:00,paid_ads,free,51-200,0,0,0,1,1
2972,2025-01-24T13:40:00,referral,business,51-200,0,0,0,0,0
2973,2025-02-04T18:53:00,content,team,201-1000,0,0,0,1,1
2974,2025-03-15T09:21:00,organic_search,free,1-10,0,0,0,0,0
2975,2025-02-11T11:34:00,referral,team,51-200,0,0,0,0,0
2976,2025-01-23T16:24:00,outbound,free,11-50,0,0,0,0,0
2977,2025-03-17T13:55:00,paid_ads,free,1-10,0,0,0,0,0
2978,2025-03-29T17:06:00,referral,free,1000+,0,0,0,0,0
2979,2025-03-13T18:23:00,paid_ads,free,1000+,0,0,0,0,0
2980,2025-02-03T18:54:00,paid_ads,free,1-10,0,0,0,0,1
2981,2025-03-04T15:52:00,paid_ads,free,1-10,0,0,0,0,0
2982,2025-03-21T09:56:00,paid_ads,free,11-50,0,0,0,0,1
2983,2025-01-15T21:38:00,referral,free,1-10,1,1,0,1,3
2984,2025-04-01T16:37:00,paid_ads,free,51-200,0,0,0,0,0
2985,2025-02-16T12:25:00,organic_search,free,1-10,0,0,0,0,0
2986,2025-02-11T16:12:00,paid_ads,free,51-200,0,0,0,0,0
2987,2025-01-28T19:30:00,paid_ads,team,1000+,0,0,0,0,0
2988,2025-02-24T20:54:00,organic_search,free,1-10,0,0,0,0,1
2989,2025-01-20T09:18:00,referral,business,51-200,1,1,0,1,3
2990,2025-02-15T11:29:00,organic_search,free,11-50,0,0,0,0,0
2991,2025-03-31T22:30:00,outbound,free,11-50,0,0,0,0,0
2992,2025-03-03T06:17:00,content,free,1-10,0,0,0,0,0
2993,2025-03-13T17:25:00,paid_ads,free,1-10,0,0,0,0,0
2994,2025-02-24T19:03:00,paid_ads,business,201-1000,0,0,0,0,1
2995,2025-02-23T20:34:00,referral,free,1-10,0,0,0,0,0
2996,2025-03-05T16:32:00,organic_search,free,51-200,0,0,0,0,0
2997,2025-03-11T16:46:00,referral,free,1000+,0,0,0,0,0
2998,2025-02-10T15:11:00,content,free,1-10,0,0,0,0,0
2999,2025-01-16T08:51:00,referral,free,1000+,0,0,0,0,0
3000,2025-01-01T07:02:00,organic_search,free,1-10,0,0,0,0,0
3001,2025-03-17T13:04:00,referral,business,1-10,0,0,0,0,0
3002,2025-01-15T16:55:00,content,free,1-10,0,0,0,0,0
3003,2025-03-03T07:33:00,paid_ads,free,51-200,0,0,0,0,0
3004,2025-01-24T09:18:00,referral,free,201-1000,0,0,0,0,0
3005,2025-02-19T18:37:00,paid_ads,free,51-200,0,0,0,0,0
3006,2025-03-30T13:27:00,organic_search,free,51-200,0,0,0,0,0
3007,2025-02-07T19:09:00,paid_ads,team,1-10,0,0,0,0,0
3008,2025-04-01T11:58:00,content,free,1-10,1,1,0,0,1
3009,2025-03-09T12:51:00,outbound,team,51-200,0,0,0,0,0
3010,2025-01-14T10:12:00,content,team,1-10,0,0,0,0,0
3011,2025-03-24T06:40:00,referral,free,1-10,1,1,0,0,2
3012,2025-01-02T08:33:00,paid_ads,free,1-10,1,0,0,0,2
3013,2025-03-12T20:22:00,organic_search,free,1-10,0,0,0,0,0
3014,2025-03-08T08:42:00,paid_ads,free,51-200,0,0,0,0,0
3015,2025-03-03T20:20:00,content,free,1000+,1,1,1,0,1
3016,2025-02-04T21:08:00,referral,free,201-1000,0,0,0,0,0
3017,2025-02-11T10:39:00,outbound,free,51-200,0,0,0,0,0
3018,2025-02-28T18:57:00,content,free,1-10,0,0,0,0,0
3019,2025-01-07T11:45:00,organic_search,free,1-10,0,0,0,0,0
3020,2025-01-09T20:43:00,paid_ads,free,11-50,0,0,0,0,0
3021,2025-01-28T11:53:00,content,business,1-10,0,0,0,0,0
3022,2025-03-15T12:47:00,organic_search,free,1-10,0,0,0,0,0
3023,2025-02-24T16:42:00,organic_search,team,1-10,0,0,0,0,0
3024,2025-03-12T10:15:00,paid_ads,team,1-10,1,1,0,0,1
3025,2025-02-01T12:20:00,paid_ads,free,1-10,0,0,0,0,0
3026,2025-03-04T20:47:00,paid_ads,team,11-50,0,0,0,0,0
3027,2025-02-20T15:15:00,organic_search,business,11-50,1,1,1,0,2
3028,2025-02-02T21:39:00,organic_search,team,1-10,0,0,0,0,0
3029,2025-03-19T20:00:00,content,free,1-10,0,0,0,0,0
3030,2025-01-08T16:15:00,organic_search,free,11-50,0,0,0,0,0
3031,2025-03-05T09:13:00,content,free,201-1000,0,0,0,0,1
3032,2025-03-16T22:15:00,paid_ads,free,1-10,0,0,0,0,0
3033,2025-01-13T10:50:00,referral,free,51-200,1,1,1,0,3
3034,2025-01-07T12:11:00,content,free,1-10,0,0,0,0,0
3035,2025-03-04T20:33:00,content,free,201-1000,1,1,1,0,2
3036,2025-03-29T12:44:00,paid_ads,team,51-200,1,1,0,0,2
3037,2025-03-07T17:11:00,paid_ads,free,11-50,0,0,0,0,0
3038,2025-01-06T12:01:00,outbound,free,1-10,1,1,0,1,1
3039,2025-03-24T08:52:00,outbound,free,51-200,0,0,0,0,0
3040,2025-02-28T08:22:00,paid_ads,team,1-10,0,0,0,0,0
3041,2025-03-15T08:01:00,organic_search,team,51-200,1,1,1,1,2
3042,2025-03-17T17:42:00,organic_search,free,1-10,0,0,0,0,0
3043,2025-03-25T22:12:00,paid_ads,free,51-200,0,0,0,0,0
3044,2025-03-15T19:30:00,outbound,free,51-200,0,0,0,0,0
3045,2025-03-19T09:09:00,paid_ads,free,51-200,0,0,0,0,0
3046,2025-01-15T12:10:00,content,free,51-200,0,0,0,0,0
3047,2025-02-28T19:29:00,content,team,1-10,1,1,1,0,2
3048,2025-03-28T08:07:00,organic_search,free,11-50,0,0,0,0,0
3049,2025-01-24T07:07:00,organic_search,free,1-10,0,0,0,0,0
3050,2025-02-13T22:48:00,organic_search,free,1-10,0,0,0,0,0
3051,2025-01-28T07:18:00,outbound,free,11-50,0,0,0,0,0
3052,2025-03-10T06:42:00,paid_ads,free,51-200,1,1,0,0,2
3053,2025-02-08T22:06:00,referral,free,51-200,0,0,0,0,1
3054,2025-01-12T15:01:00,organic_search,team,51-200,0,0,0,0,0
3055,2025-01-18T16:55:00,referral,free,51-200,0,0,0,0,0
3056,2025-01-20T15:24:00,outbound,free,201-1000,0,0,0,0,0
3057,2025-03-31T17:22:00,referral,team,201-1000,0,0,0,0,0
3058,2025-03-25T06:51:00,organic_search,business,51-200,1,1,0,0,2
3059,2025-02-14T10:49:00,referral,free,11-50,0,0,0,0,0
3060,2025-01-13T13:29:00,organic_search,free,1-10,0,0,0,0,0
3061,2025-02-15T16:34:00,paid_ads,free,1-10,0,0,0,0,0
3062,2025-01-28T06:16:00,outbound,business,201-1000,0,0,0,0,0
3063,2025-01-04T10:30:00,content,business,11-50,0,0,0,0,0
3064,2025-01-21T21:14:00,paid_ads,free,1-10,0,0,0,0,0
3065,2025-03-21T07:28:00,organic_search,team,1000+,0,0,0,0,0
3066,2025-03-17T06:26:00,paid_ads,free,1-10,0,0,0,0,0
3067,2025-03-25T09:21:00,organic_search,free,1000+,0,0,0,0,0
3068,2025-03-29T06:14:00,organic_search,team,201-1000,1,1,1,0,3
3069,2025-01-08T09:01:00,organic_search,free,201-1000,1,1,0,0,2
3070,2025-03-05T20:23:00,paid_ads,free,51-200,0,0,0,0,0
3071,2025-02-17T20:37:00,referral,free,1000+,0,0,0,0,0
3072,2025-02-24T11:15:00,paid_ads,free,201-1000,0,0,0,0,0
3073,2025-02-02T20:27:00,organic_search,free,1-10,0,0,0,0,0
3074,2025-01-16T22:07:00,organic_search,free,1-10,1,1,1,0,0
3075,2025-02-22T13:06:00,outbound,free,1-10,0,0,0,0,0
3076,2025-03-04T11:27:00,outbound,free,11-50,0,0,0,0,0
3077,2025-03-27T17:28:00,paid_ads,free,11-50,0,0,0,0,0
3078,2025-01-14T16:45:00,content,free,1-10,0,0,0,0,0
3079,2025-02-22T20:06:00,paid_ads,free,11-50,0,0,0,0,0
3080,2025-01-11T07:52:00,organic_search,team,11-50,0,0,0,0,0
3081,2025-02-05T21:19:00,paid_ads,free,11-50,0,0,0,0,0
3082,2025-01-26T06:01:00,organic_search,free,1-10,0,0,0,0,1
3083,2025-03-09T17:28:00,paid_ads,free,11-50,1,0,0,1,3
3084,2025-01-04T12:07:00,organic_search,free,1-10,0,0,0,0,1
3085,2025-01-26T18:10:00,outbound,team,201-1000,0,0,0,0,1
3086,2025-02-02T19:56:00,paid_ads,free,51-200,0,0,0,0,0
3087,2025-03-16T08:33:00,organic_search,free,1-10,0,0,0,0,0
3088,2025-01-03T07:03:00,content,business,11-50,0,0,0,0,0
3089,2025-02-09T16:40:00,paid_ads,free,51-200,1,0,0,0,2
3090,2025-01-07T20:37:00,content,free,11-50,0,0,0,0,0
3091,2025-01-05T06:47:00,outbound,free,11-50,0,0,0,0,0
3092,2025-03-12T08:52:00,paid_ads,team,51-200,0,0,0,0,0
3093,2025-03-22T14:36:00,content,free,1-10,0,0,0,0,1
3094,2025-01-09T16:50:00,outbound,free,1-10,0,0,0,0,0
3095,2025-01-05T15:41:00,referral,team,51-200,0,0,0,0,0
3096,2025-02-20T22:31:00,outbound,free,51-200,0,0,0,0,0
3097,2025-03-17T20:43:00,organic_search,free,11-50,0,0,0,0,0
3098,2025-02-07T09:26:00,referral,team,1000+,0,0,0,0,0
3099,2025-03-04T15:03:00,organic_search,free,11-50,0,0,0,0,0
3100,2025-01-23T16:27:00,organic_search,free,51-200,1,1,1,0,3
3101,2025-03-27T15:37:00,outbound,free,1-10,1,1,0,0,1
3102,2025-01-02T08:45:00,referral,team,1-10,0,0,0,0,1
3103,2025-03-26T10:01:00,content,free,1-10,1,1,1,1,2
3104,2025-03-11T11:06:00,paid_ads,free,1-10,0,0,0,0,0
3105,2025-03-27T06:40:00,organic_search,team,11-50,1,1,1,1,4
3106,2025-03-11T08:15:00,organic_search,free,51-200,0,0,0,0,0
3107,2025-03-07T22:56:00,referral,business,11-50,0,0,0,0,0
3108,2025-01-15T08:28:00,outbound,business,51-200,0,0,0,0,0
3109,2025-03-22T15:59:00,paid_ads,free,1-10,0,0,0,0,0
3110,2025-01-10T18:57:00,content,free,11-50,0,0,0,0,0
3111,2025-01-16T20:56:00,organic_search,team,11-50,0,0,0,0,0
3112,2025-01-30T20:32:00,content,free,201-1000,0,0,0,0,0
3113,2025-01-08T06:16:00,paid_ads,free,11-50,0,0,0,0,0
3114,2025-03-27T08:53:00,paid_ads,team,201-1000,0,0,0,0,0
3115,2025-01-11T15:38:00,paid_ads,free,51-200,0,0,0,0,0
3116,2025-01-21T22:57:00,referral,free,51-200,1,1,0,1,3
3117,2025-01-22T19:35:00,organic_search,team,1-10,0,0,0,0,0
3118,2025-02-20T21:42:00,content,free,1-10,0,0,0,0,0
3119,2025-01-30T09:16:00,referral,team,1-10,1,1,1,1,3
3120,2025-01-15T17:27:00,referral,free,201-1000,1,1,1,0,2
3121,2025-01-23T21:18:00,referral,free,51-200,0,0,0,0,0
3122,2025-01-29T16:46:00,referral,free,1-10,0,0,0,0,0
3123,2025-03-16T18:11:00,outbound,free,1-10,0,0,0,0,0
3124,2025-02-23T15:53:00,referral,free,11-50,0,0,0,0,0
3125,2025-02-03T19:01:00,organic_search,free,11-50,0,0,0,0,0
3126,2025-02-26T06:09:00,organic_search,free,1-10,0,0,0,0,0
3127,2025-02-15T13:52:00,organic_search,free,1-10,0,0,0,1,1
3128,2025-01-01T22:36:00,paid_ads,business,51-200,0,0,0,0,0
3129,2025-02-21T22:14:00,organic_search,free,201-1000,1,1,0,0,2
3130,2025-02-03T18:30:00,organic_search,free,1000+,0,0,0,0,0
3131,2025-03-19T08:27:00,paid_ads,free,201-1000,0,0,0,0,0
3132,2025-01-10T12:53:00,organic_search,free,201-1000,0,0,0,0,0
3133,2025-02-01T17:42:00,outbound,team,11-50,0,0,0,0,0
3134,2025-01-27T19:06:00,content,free,11-50,0,0,0,0,1
3135,2025-01-01T16:11:00,paid_ads,business,1-10,0,0,0,0,0
3136,2025-03-13T22:06:00,organic_search,free,51-200,1,1,0,0,1
3137,2025-01-22T17:58:00,content,business,51-200,0,0,0,0,0
3138,2025-02-03T09:39:00,paid_ads,free,1-10,0,0,0,0,0
3139,2025-01-25T15:17:00,organic_search,free,11-50,0,0,0,0,0
3140,2025-01-09T21:48:00,paid_ads,team,201-1000,0,0,0,0,0
3141,2025-01-09T22:08:00,outbound,team,11-50,1,1,1,0,1
3142,2025-03-11T07:34:00,referral,free,201-1000,0,0,0,0,0
3143,2025-02-21T20:53:00,organic_search,free,1-10,0,0,0,0,1
3144,2025-02-04T19:33:00,organic_search,team,1-10,0,0,0,0,1
3145,2025-02-11T11:58:00,organic_search,free,11-50,0,0,0,0,0
3146,2025-02-24T13:44:00,organic_search,business,11-50,0,0,0,0,0
3147,2025-02-26T15:59:00,referral,free,11-50,0,0,0,0,0
3148,2025-01-12T16:21:00,referral,free,1000+,1,1,1,1,2
3149,2025-01-07T09:07:00,content,free,51-200,0,0,0,0,0
3150,2025-01-08T21:23:00,referral,free,201-1000,1,1,1,1,3
3151,2025-01-06T17:07:00,content,free,1-10,1,1,1,0,1
3152,2025-01-08T13:53:00,referral,free,51-200,0,0,0,0,1
3153,2025-02-20T12:26:00,referral,free,11-50,1,1,0,0,0
3154,2025-01-17T09:32:00,content,free,1-10,0,0,0,0,0
3155,2025-02-18T21:00:00,referral,free,11-50,0,0,0,0,0
3156,2025-02-08T10:19:00,referral,free,11-50,0,0,0,0,1
3157,2025-02-07T18:24:00,organic_search,free,1-10,0,0,0,0,0
3158,2025-03-13T19:27:00,outbound,free,1-10,0,0,0,0,0
3159,2025-02-03T11:00:00,content,team,201-1000,1,1,1,1,3
3160,2025-02-16T21:48:00,paid_ads,free,11-50,1,1,0,0,1
3161,2025-02-27T15:49:00,organic_search,free,1-10,0,0,0,0,0
3162,2025-03-19T06:27:00,content,free,201-1000,0,0,0,0,0
3163,2025-02-21T18:50:00,paid_ads,free,51-200,0,0,0,0,0
3164,2025-02-13T15:03:00,content,free,51-200,1,1,0,0,3
3165,2025-02-14T13:59:00,referral,free,51-200,1,1,0,1,3
3166,2025-01-21T11:07:00,referral,free,1-10,0,0,0,0,0
3167,2025-02-27T19:56:00,outbound,free,51-200,1,1,1,1,2
